event_id,event_date,event_time_precision,platform,platform_region,poll_region_alignment,diffusion_class,character_cn,character_jp,event_type,community_layer,poll_round_before,poll_round_after,phase,source_url,source_title_or_excerpt,metric_snapshot,observed_at,interpretation,causal_limit,verification_status
amateru_r6_questionnaire,2009-01-26,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,全角色,,questionnaire_analysis,analysis,6,7,post_result,https://amateru.hatenadiary.org/entry/20090126/1232903022,第6回问卷/社群结构分析：第3—6回角色投票者从4942增至22087，并讨论Niconico、MAD与新用户流入,角色问卷样本：第3回4942；第4回4426；第5回12220；第6回22087,2026-08-24,提供届次级投票者与入坑时间分布，帮助把角色名次变化放回社区扩张背景,问卷为自愿回答且非总体人口普查；届次级结构不能拆成单角色因果,verified_public_web
dentsubo_r3_context,2004-10,month,Japanese blog,JP,jp,domestic_platform_poll_alignment,全角色,,community_analysis,discussion,3,4,post_result,https://www.dentsubo.net/~nosuke/diary/diary.php?y=2004&m=10&d=30&n=10&x=10,第3回投票期附近（页面含2004-10-24日记）提到为何某首曲在东方人气投票音乐部门排高，并记录当年投票语境,音乐部门反应；无互动量快照,2026-08-24,补足第3回当年日本社区存在投票讨论的届次级入口，但不冒充角色级证据,正文主要讨论音乐，不能据此推断咲夜或其他角色人气,verified_public_web
bilibili_r17_mimi,2025-10-03,day,Bilibili,CN,,unassigned_context,咪咪号,ミミちゃん,participatory_derivative,derivative,,,inter_round,https://www.bilibili.com/video/BV1VCHxzvE7z/,[咪咪号24h] 咪咪号轻型运载火箭,839播放；0弹幕快照,2026-08-25,咪咪号主题接力/创作活动显示旧作角色仍有参与式二创入口,当前累计量与搜索结果不是全站时间序列；作品存在不等于投票支持,verified_logged_in_search
bilibili_r17_orange,2023-01-03,day,Bilibili,CN,,unassigned_context,奥莲姬,オレンジ,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1sK41127D7/,杂鱼戒卫-奥莲姬角色曲及相关改曲【东方project/旧作】,971播放；25弹幕快照,2026-08-25,旧作一面Boss角色曲合集补足奥莲姬中文社区旁证,合集指标不能换算角色票数或作品总量,verified_logged_in_search
bilibili_r16_miyoi,2019-12-01,day,Bilibili,CN,,unassigned_context,奥野田美宵,奥野田 美宵,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1RJ411B7yY/,【东方醉蝶华-奥野田美宵】金鲸泉的生命之水【东方风自作曲】,2.8万播放；69弹幕快照,2026-08-25,醉蝶华角色的早期印象曲样本，补足美宵在中文音乐二创中的时间点,当前累计量不能还原上传期曝光或投票动员,verified_logged_in_search
bilibili_r17_chang_e,2019-09-15,day,Bilibili,CN,,unassigned_context,嫦娥,嫦娥,MMD_derivative,derivative,,,inter_round,https://www.bilibili.com/video/BV1iJ411A7hs/,【東方MMD】嫦娥啊你看到了吧2015-2019,8.5万播放；506弹幕快照,2026-08-25,标题直接承接嫦娥长期梗与2015—2019时间段，体现设定/二创记忆的持续化,梗化二创不能等同角色投票支持或官方新设定,verified_logged_in_search
bilibili_r17_rikako,2022-11-27,day,Bilibili,CN,,unassigned_context,朝仓理香子,朝仓理香子,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1824y1C7aT/,科学魔法使-朝仓理香子角色曲及相关改曲【东方project/旧作】,1396播放；43弹幕快照,2026-08-25,旧作角色曲合集补足梦时空科学家角色的中文社区旁证,合集指标不能换算角色票数或作品总量,verified_logged_in_search
bilibili_r17_kongara,2022-11-06,day,Bilibili,CN,,unassigned_context,矜羯罗,矜羯罗,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1dP4y117Zg/,星幽剑士-矜羯罗角色曲及相关改曲【东方project/旧作】,2611播放；67弹幕快照,2026-08-25,旧作灵异传角色曲合集补足矜羯罗旁证,合集指标不能换算角色票数或作品总量,verified_logged_in_search
bilibili_r18_little_rabbit,2024-04-01,day,Bilibili,CN,,unassigned_context,小兔姬,小兔姬,gameplay_derivative,derivative,,,inter_round,https://www.bilibili.com/video/BV1dD421L7eh/,【来自1997年的电子斗蛐蛐】小兔姬VS小兔姬,370播放；0弹幕快照,2026-08-24,旧作角色仍有实况/对战类二创记录，补充角色层社群存在性,当前累计量与搜索结果不是全站时间序列；作品存在不等于投票支持,verified_logged_in_search
bilibili_r17_rika,2017-05-15,day,Bilibili,CN,,unassigned_context,里香,里香,derivative_animation,derivative,,,inter_round,https://www.bilibili.com/video/BV1gx411v7re/,【东方手书动画·23】里香的暑假,3.6万播放；242弹幕快照,2026-08-24,旧作角色有手书动画传播，作为中文社区旁证,当前累计量与搜索结果不是全站时间序列；作品存在不等于投票支持,verified_logged_in_search
bilibili_r19_genji,2023-09-01,day,Bilibili,CN,,unassigned_context,玄爷,玄爷,canon_reappearance_discussion,discussion,,,inter_round,https://www.bilibili.com/video/BV1f8411z7Sa/,灵梦想起了旧作的玄爷？！《东方兽王园》对战模式对话翻译展示（附吐槽与批注）——《醒东方》23,5.6万播放；657弹幕；3171赞；584投币；1184收藏,2026-08-24,《东方兽王园》对战模式重新唤起旧作玄爷，说明新作文本可带来回溯式讨论,指标是2026-08-24观察快照；视频讨论不等于投票动员或角色票数,verified_logged_in_search
bilibili_pair_dream_fantasy,2025-08-03,day,Bilibili,CN,,unassigned_context,梦月;幻月,夢月;幻月,pairing_derivative,derivative,,,inter_round,https://www.bilibili.com/video/BV1QFhVzUEVw/,【夢幻姉妹】夢月と幻月がいちゃつく？だけ,483播放；4弹幕快照（同一作品，不拆分热度单位）,2026-08-24,梦幻姐妹组合二创覆盖两名旧作角色，但仅计为一条作品旁证,组合视频不能拆成两个独立热度单位；作品存在不等于各角色支持,verified_logged_in_search
bilibili_r19_kutaka,2025-03-06,day,Bilibili,CN,,unassigned_context,庭渡久侘歌,庭渡 久侘歌,derivative_series,derivative,,,inter_round,https://www.bilibili.com/video/BV1vzRAYLELv/,一口气看完〈久侘歌小姐她盯上我啦〉连载全集,5.0万播放；124弹幕快照,2026-08-24,连载式二创为久侘歌提供中文社区可见度旁证,累计指标不可换算投票或长期受众规模,verified_logged_in_search
bilibili_r17_eika,2024-09-16,day,Bilibili,CN,,unassigned_context,戎璎花,戎璎花,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1oP4XeNEjR/,水母石（戎璎花主题曲）,1276播放；0弹幕快照,2026-08-24,角色主题曲上传说明中文社区仍有音乐二创,当前累计量非历年趋势；不等于投票支持,verified_logged_in_search
bilibili_r17_keiki,2019-08-12,day,Bilibili,CN,,unassigned_context,埴安神袿姬,埴安神袿姬,official_music_visibility,derivative,,,inter_round,https://www.bilibili.com/video/BV1i4411Q7Py/,寄世界于偶像 ～ Idoratrize World【袿姬角色曲】,94.4万播放；2517弹幕快照,2026-08-24,高传播角色曲显示袿姬在中文视频社区有显著可见度,角色曲传播不能等同角色票数；当前累计量不能还原上传期曝光,verified_logged_in_search
bilibili_r19_chimi,2025-05-05,day,Bilibili,CN,,unassigned_context,封兽魑魅,封兽魑魅,new_work_music_visibility,derivative,,,inter_round,https://www.bilibili.com/video/BV1ExVizEEg9/,东方锦上京 BGM 森にはお化けがいるよ【封兽魑魅BGM】,5.9万播放；78弹幕快照,2026-08-24,新作角色主题BGM在中文社区形成可见传播,新作音乐传播不能直接换算投票支持,verified_logged_in_search
bilibili_r17_gensui,2024-04-25,day,Bilibili,CN,,unassigned_context,大鲶鱼,大鲶鱼,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1Gx4y167d5/,太岁星君-大鲶鱼角色曲及相关同人曲,2459播放；98弹幕快照,2026-08-24,旧作角色曲及同人曲合集补充中文社区旁证,合集指标不能拆分为角色支持或单曲热度,verified_logged_in_search
bilibili_r17_layla,2016-11-06,day,Bilibili,CN,,unassigned_context,蕾拉·普莉兹姆利巴,レイラ・プリズムリバー,derivative_animation,derivative,,,inter_round,https://www.bilibili.com/video/BV1Js411x7Uf/,蕾拉的回忆,482播放；0弹幕快照,2026-08-24,较早的角色回忆向视频，补足时间线前端,小样本且当前累计量不能代表历史总传播；不等于投票支持,verified_logged_in_search
bilibili_r17_layla_catalogue,2024-11-08,day,Bilibili,CN,,unassigned_context,蕾拉·普莉兹姆利巴,レイラ・プリズムリバー,derivative_catalogue,derivative,,,inter_round,https://www.bilibili.com/video/BV1vfDRYUEuV/,蕾拉·普莉兹姆利巴角色曲及相关同人创作,1524播放；47弹幕快照,2026-08-24,角色曲与同人创作目录型视频，显示持续性兴趣,目录视频不能换算角色票数或作品总量,verified_logged_in_search
bilibili_r17_backdancers,2024-05-26,day,Bilibili,CN,,unassigned_context,尔子田里乃;丁礼田舞,爾子田里乃;丁礼田 舞,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1hn4y1R75v/,最癫狂5面，尔子田里乃and丁礼田舞LNNN,5.6万播放；10弹幕快照,2026-08-24,五面Boss与疯狂背景舞者梗把两名天空璋角色绑定在同一二创语境,组合视频只计一条事件旁证；播放与弹幕不能拆成两个角色支持量,verified_logged_in_search
bilibili_r19_threheaded,2023-08-13,day,Bilibili,CN,,unassigned_context,三头慧之子,三头慧之子,official_music_visibility,derivative,,,inter_round,https://www.bilibili.com/video/BV1NV411G7g7/,【东方兽王园BGM】勇敢で有閑な妖獣【三头慧之子角色曲】,9.7万播放；174弹幕快照,2026-08-24,新作角色曲在中文视频社区留下较高传播快照,角色曲传播不等于投票支持或角色长期热度,verified_logged_in_search
bilibili_r17_beben,2024-07-14,day,Bilibili,CN,,unassigned_context,九十九弁弁;九十九八桥,九十九弁弁;九十九 八桥,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1zZ421K7oF/,年幼的付丧神-九十九弁弁＆九十九八桥角色曲及相关同人曲【东方project】,3217播放；42弹幕快照,2026-08-24,付丧神姐妹角色曲合集为两名角色提供共同二创旁证,组合视频只计一条事件旁证；合集指标不能拆成角色支持,verified_logged_in_search
bilibili_r15_kana,2022-02-15,day,Bilibili,CN,,unassigned_context,卡娜·安娜贝拉尔,カナ・アナベラル,derivative_mmd,derivative,,,inter_round,https://www.bilibili.com/video/BV1Da411k7B6/,【东方/MMD】Lap tap love【卡娜·安娜贝拉尔】,2156播放；1弹幕快照,2026-08-24,明确点名旧作角色的MMD样本，补足卡娜的中文社区可见度,当前累计量不是跨年趋势；MMD存在不等于投票支持,verified_logged_in_search
bilibili_r14_iris,2022-07-01,day,Bilibili,CN,,unassigned_context,依莉斯,イリス,fan_share,derivative,,,inter_round,https://www.bilibili.com/video/BV1mY4y1n7VY/,请将此视频转发给你喜欢伊莉丝的朋友,1231播放；2弹幕快照,2026-08-24,标题以伊莉丝旧译/异写呼吁转发，作为依莉斯别名映射后的角色旁证,标题别名已按fun.xlsx映射；转发呼吁不是投票支持量,verified_logged_in_search
bilibili_r17_chiyuri,2022-11-26,day,Bilibili,CN,,unassigned_context,北白河千百合,北白河 千百合,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1p44y1D7YK/,折凳战神-北白河千百合角色曲及相关改曲【东方project/旧作】,1604播放；56弹幕快照,2026-08-24,旧作角色曲与改曲合集显示千百合在中文社区有明确音乐旁证,合集指标不能换算票数或作品总量,verified_logged_in_search
bilibili_r19_chupacabra,2023-08-16,day,Bilibili,CN,,unassigned_context,天火人血枪,天火人血枪,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1vu4y197p5/,[东方/融合爵士乐/城市流行] 吸血怪獣チュパカブラ（天火人血枪主题曲）,3769播放；1弹幕快照,2026-08-24,兽王园新作角色曲在中文社区的音乐旁证,角色曲传播不等于投票支持,verified_logged_in_search
bilibili_r22_larva,2026-08-23,day,Bilibili,CN,,unassigned_context,爱塔妮缇拉尔瓦,エタニティラルバ,official_game_visibility,discussion,,,inter_round,https://www.bilibili.com/video/BV1rn8x6SELm/,【東方LostWord】爱塔妮缇拉尔瓦符卡动画先行版预览,1170播放；1弹幕快照,2026-08-24,当前手游内容为天空璋角色提供即时可见度,进行中内容不能回填已完成投票届数或当作长期趋势,verified_logged_in_search
bilibili_r17_mismaru,2021-05-04,day,Bilibili,CN,,unassigned_context,玉造魅须丸,玉造魅须丸,official_music_visibility,derivative,,,inter_round,https://www.bilibili.com/video/BV1jA41157Nc/,【东方虹龙洞BGM】神代矿石【玉造魅须丸角色曲】,14.8万播放；229弹幕快照,2026-08-24,虹龙洞发布期的角色曲传播为中文社区旁证,当前累计量不能还原上传期曝光或投票动员,verified_logged_in_search
bilibili_r15_ringo,2017-03-06,day,Bilibili,CN,,unassigned_context,铃瑚;清兰,鈴瑚;清蘭,derivative_animation,derivative,,,inter_round,https://www.bilibili.com/video/BV1Mx411C7Fu/,【东方手书】铃瑚和清兰的胃袋连接手书【注意】,1.6万播放；484弹幕快照,2026-08-24,月兔组合手书把铃瑚与清兰绑定在共同二创语境,组合视频只计一条事件旁证；不能拆为两名角色支持量,verified_logged_in_search
bilibili_r22_kurumi_support,2026-08-22,day,Bilibili,CN,,unassigned_context,胡桃,くるみ,poll_support_art,discussion,,,during_vote,https://www.bilibili.com/video/BV12s8m6xEZD/,【东方/应援作品】今年可以投胡桃一票吗【bilibilionly同人扶持计划】,1082播放；1弹幕快照,2026-08-24,明确使用“投胡桃一票”的中文应援话语，但未指定国区或日区届次,进行中第22回语境不能与已完成届数结果比较；应援作品不等于实际投票,verified_logged_in_search
bilibili_r17_sariel,2022-11-07,day,Bilibili,CN,,unassigned_context,萨丽爱尔,サリエル,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV15D4y1t7p5/,死之天使-萨丽艾尔角色曲及相关改曲【东方project/旧作】,4128播放；86弹幕快照,2026-08-24,旧作一面Boss角色曲及改曲合集补足萨丽爱尔旁证,合集指标不能换算角色票数或作品总量,verified_logged_in_search
bilibili_r17_elly,2022-04-23,day,Bilibili,CN,,unassigned_context,艾丽,エリー,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1J34y1e79p/,梦幻门番-艾丽角色曲道中曲及相关改曲【东方project/旧作】,7672播放；103弹幕快照,2026-08-24,旧作角色曲与道中曲合集补足艾丽的中文社区旁证,合集指标不能换算角色票数或作品总量,verified_logged_in_search
bilibili_r17_sara,2023-03-09,day,Bilibili,CN,,unassigned_context,萨拉,サラ,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1n24y1b7Jj/,魔界的看守者-萨拉角色曲及相关改曲【东方project/旧作】,1323播放；23弹幕快照,2026-08-24,旧作角色曲合集补足萨拉的中文社区旁证,合集指标不能换算角色票数或作品总量,verified_logged_in_search
bilibili_r17_snow_ma,2023-05-25,day,Bilibili,CN,,unassigned_context,雪;舞,雪;舞,derivative_music,derivative,,,inter_round,https://www.bilibili.com/video/BV1aP411Q743/,禁忌双子-雪＆舞角色曲及相关收录曲【东方project/旧作】,1631播放；69弹幕快照,2026-08-24,禁忌双子组合音乐为雪与舞同时提供旧作二创旁证,组合视频只计一条事件旁证；不能拆为两名角色支持量,verified_logged_in_search
bilibili_r17_youki,2023-02-11,day,Bilibili,CN,,unassigned_context,魂魄妖忌,魂魄妖忌,derivative_mmd,derivative,,,inter_round,https://www.bilibili.com/video/BV1ev4y147aF/,不妙！少年庭师魂魄妖忌竟是女孩子？【东方MMD】,20.9万播放；560弹幕快照,2026-08-24,妖忌性别反转梗的高传播MMD旁证，记录二设梗而非官方设定,二设性别梗不能作为一设事实，也不能等同投票支持,verified_logged_in_search
