event_id,event_date,event_time_precision,platform,platform_region,poll_region_alignment,diffusion_class,character_cn,character_jp,event_type,community_layer,poll_round_before,poll_round_after,phase,source_url,source_title_or_excerpt,metric_snapshot,observed_at,interpretation,causal_limit,verification_status,character_key,before_rank,after_rank,rank_improvement,before_candidate_count,after_candidate_count,before_top_percentile,after_top_percentile,before_points_jp,after_points_jp,before_primary_jp,after_primary_jp,before_official_support_jp,after_official_support_jp,before_votes_cn,after_votes_cn,before_primary_cn,after_primary_cn,before_weighted_score_cn,after_weighted_score_cn,join_status,alignment_limit
maisan_r8_minoriko,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋穰子,秋 穣子,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出秋穰子及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,秋穰子被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web,秋穰子,46,52,-6.0,128,140,64.5669,63.3094,1615,1647,206,182,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_lilica,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出莉莉卡及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,莉莉卡被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web,莉莉卡普莉兹姆利巴,75,83,-8.0,128,140,41.7323,41.0072,428,397,60,53,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_little_devil,2011-03-02,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小恶魔,小悪魔,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110302/1299073638,第8回长尾角色表列出小恶魔及其点数率,结果表与赛后分析；无互动量快照,2026-08-24,小恶魔被纳入早期长尾角色覆盖,表格出现不等于角色有明确动员机制,verified_public_web,小恶魔,55,56,-1.0,128,140,57.4803,60.4317,1124,1451,124,187,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_sanae,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,东风谷早苗,東風谷 早苗,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：早苗点数率下降,个人赛后分析；无互动量快照,2026-08-24,早苗被作为新作出场后回落与票数分散的观察对象,赛后分析无法将回落归因于单一事件,verified_public_web,东风谷早苗,6,11,-5.0,128,140,96.063,92.8058,6466,6880,1458,1555,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_koakuma,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小恶魔,小悪魔,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回长尾表再次列出小恶魔,结果表与赛后分析；无互动量快照,2026-08-24,同一角色多篇表格出现只计作来源覆盖，不合并为人气量,同一来源重复出现不能解释为独立社群规模,verified_public_web,小恶魔,55,56,-1.0,128,140,57.4803,60.4317,1124,1451,124,187,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_kogasa,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,多多良小伞,多々良 小傘,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：小伞被列入下降角色观察,个人赛后分析；无互动量快照,2026-08-24,小伞被用于说明新作/二创曝光与名次变化并不总同向,单篇文章无法识别曝光与投票的独立效应,verified_public_web,多多良小伞,34,34,0.0,128,140,74.0157,76.259,2561,2906,241,342,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_byakuren,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,圣白莲,聖 白蓮,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：白莲名次/点数率下降,个人赛后分析；无互动量快照,2026-08-24,白莲被放入新作后角色回落与票数分散的解释,赛后分析无法证明曝光减少造成下降,verified_public_web,圣白莲,19,23,-4.0,128,140,85.8268,84.1727,4001,3759,447,518,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_suwako,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,洩矢诹访子,洩矢 諏訪子,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：诹访子下降,个人赛后分析；无互动量快照,2026-08-24,诹访子被纳入下降角色的分布观察,单篇文章无法识别票数分散与角色曝光的相对贡献,verified_public_web,洩矢诹访子,21,24,-3.0,128,140,84.252,83.4532,3776,3690,595,623,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_eiki,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,四季映姬·夜摩仙那度,四季映姫・ヤマザナドゥ,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：映姬下降,个人赛后分析；无互动量快照,2026-08-24,映姬被纳入下降角色的分布观察,单篇文章无法识别票数分散与角色曝光的相对贡献,verified_public_web,四季映姬夜摩仙那度,35,32,3.0,128,140,73.2283,77.6978,2486,3039,369,520,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_marisa,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,雾雨魔理沙,霧雨 魔理沙,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：魔理沙下降,个人赛后分析；无互动量快照,2026-08-24,魔理沙被用于说明头部角色也受票数分散影响,赛后解释不能证明角色基础盘发生同幅度变化,verified_public_web,雾雨魔理沙,5,5,0.0,128,140,96.8504,97.1223,6750,8028,1407,1643,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_mokou,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,藤原妹红,藤原 妹紅,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：妹红下降,个人赛后分析；无互动量快照,2026-08-24,妹红被用于说明头部角色也受票数分散影响,赛后解释不能证明角色基础盘发生同幅度变化,verified_public_web,藤原妹红,11,12,-1.0,128,140,92.126,92.0863,5349,6129,1027,1224,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_yukari,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八云紫,八雲 紫,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：紫下降,个人赛后分析；无互动量快照,2026-08-24,紫被用于说明出版物/新作曝光与名次并非简单线性,赛后解释不能证明曝光变化造成名次变化,verified_public_web,八云紫,14,15,-1.0,128,140,89.7638,89.9281,5180,5797,926,1058,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_kanako,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八坂神奈子,八坂 神奈子,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：神奈子下降,个人赛后分析；无互动量快照,2026-08-24,神奈子被纳入风神录组下降观察,群体与个体机制未被该文区分,verified_public_web,八坂神奈子,39,44,-5.0,128,140,70.0787,69.0647,2172,2228,360,386,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_nazrin,2011-03-03,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,娜兹玲,ナズーリン,result_interpretation,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110303/1299164438,第8回分析：娜兹玲下降,个人赛后分析；无互动量快照,2026-08-24,娜兹玲被作为星莲船组名次变化的观察对象,赛后解释不能证明角色曝光或投票者流失,verified_public_web,娜兹玲,27,39,-12.0,128,140,79.5276,72.6619,2886,2426,318,293,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_renko,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,宇佐见莲子,宇佐見 蓮子,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出莲子并讨论秘封组的固定受众,结果表与社群分析；无互动量快照,2026-08-24,秘封角色以组合性、固定粉丝与同人活动进入讨论,组合性不能换算为单角色票数,verified_public_web,宇佐见莲子,45,48,-3.0,128,140,65.3543,66.1871,1639,1962,205,218,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_merry,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,玛艾露贝莉·赫恩,マエリベリー・ハーン,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出梅莉并讨论秘封组的固定受众,结果表与社群分析；无互动量快照,2026-08-24,秘封角色以组合性、固定粉丝与同人活动进入讨论,组合性不能换算为单角色票数,verified_public_web,玛艾露贝莉赫恩,66,72,-6.0,128,140,48.8189,48.9209,725,871,46,59,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_akyuu,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,稗田阿求,稗田 阿求,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出阿求并讨论出版物角色的受众分布,结果表与社群分析；无互动量快照,2026-08-24,阿求进入早期书籍角色与长期设定受众的覆盖,表格与群体分析不能证明死亡梗当时已形成,verified_public_web,稗田阿求,64,61,3.0,128,140,50.3937,56.8345,839,1294,119,156,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_kasen,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,茨木华扇,茨木 華扇,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出华扇并讨论出版物角色的可组合性,结果表与社群分析；无互动量快照,2026-08-24,华扇在单行本与书籍角色讨论中获得早期覆盖,群体分析不能直接解释后续第9回跃升,verified_public_web,茨木华扇,62,26,36.0,128,140,51.9685,82.0144,923,3521,112,298,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_toyohime,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,绵月丰姬,綿月 豊姫,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出丰姬,结果表与社群分析；无互动量快照,2026-08-24,丰姬被纳入早期月都出版物角色覆盖,表格出现不等于角色有明确投票动员,verified_public_web,绵月丰姬,78,85,-7.0,128,140,39.3701,39.5683,274,320,49,50,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_yorihime,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,绵月依姬,綿月 依姫,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出依姬,结果表与社群分析；无互动量快照,2026-08-24,依姬被纳入早期月都出版物角色覆盖,表格出现不等于角色有明确投票动员,verified_public_web,绵月依姬,68,75,-7.0,128,140,47.2441,46.7626,610,659,68,73,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
maisan_r8_torikoko,2011-03-05,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,无名的读书妖怪（朱鹭子）,無名の読書妖怪,result_table_mention,analysis,8,9,post_result,https://maisan.hatenablog.com/entry/20110305/1299335889,第8回书籍角色表列出朱鹭子,结果表与社群分析；无互动量快照,2026-08-24,朱鹭子被纳入书籍角色长尾覆盖,表格出现不等于角色有明确投票动员,verified_public_web,无名的读书妖怪朱鹭子,71,78,-7.0,128,140,44.8819,44.6043,480,508,50,44,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r9_alice,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,爱丽丝·玛格特洛依德,アリス・マーガトロイド,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：爱丽丝第2名，作者联系にがもん式MMD模型、Niconico与Sweet Magic,个人赛后分析；无互动量快照,2026-08-24,这是当前早期材料中把角色名次与MMD模型/视频传播明确联系的案例,该联系来自单篇博客与评论观察，不能证明MMD造成名次提升,verified_public_web,爱丽丝玛格特洛依德,2,6,-4.0,140,159,99.2806,96.8354,9265,5383,2094,1256,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r9_youmu,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,魂魄妖梦,魂魄 妖夢,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：妖梦13位升至8位，作者联系《神灵庙》出场,个人赛后分析；无互动量快照,2026-08-24,新作出场被写成名次上升的时间相邻解释,没有反事实，不能识别出场与其他因素的相对作用,verified_public_web,魂魄妖梦,8,8,0.0,140,159,94.964,95.5696,7032,4896,1590,1107,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r9_sanae,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,东风谷早苗,東風谷 早苗,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：早苗回落,个人赛后分析；无互动量快照,2026-08-24,早苗被用于说明前作新作角色热度并非持续上升,单篇博客不能证明回落原因,verified_public_web,东风谷早苗,11,11,0.0,140,159,92.8058,93.6709,6880,4573,1555,1059,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r9_yukari,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八云紫,八雲 紫,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：紫可能受《儚月抄》热度消退与书籍出场减少影响,个人赛后分析；无互动量快照,2026-08-24,作者将出版物曝光衰减作为紫下降的候选解释,属于事后推测且未有作品曝光时间序列,verified_public_web,八云紫,15,16,-1.0,140,159,89.9281,90.5063,5797,3523,1058,632,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r9_futo,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,物部布都,物部 布都,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：布都第19位，作为神灵庙组上位角色观察,个人赛后分析；无互动量快照,2026-08-24,布都被纳入新作组内部层级比较,新作组内部比较不能等同于单一传播因素造成的排名,verified_public_web,物部布都,19,35,-16.0,140,159,87.0504,78.481,4479,1957,398,236,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_miko,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,丰聪耳神子,豊聡耳 神子,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：神子第41位，作为神灵庙组角色观察,个人赛后分析；无互动量快照,2026-08-24,神子被纳入新作组内部层级比较,新作组内部比较不能等同于单一传播因素造成的排名,verified_public_web,丰聪耳神子,41,36,5.0,140,159,71.223,77.8481,2261,1936,210,273,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_seiga,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,霍青娥,霍 青娥,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：青娥等神灵庙组角色被比较,个人赛后分析；无互动量快照,2026-08-24,青娥被纳入神灵庙新作组的层级讨论,新作组内部比较不能等同于单一传播因素造成的排名,verified_public_web,霍青娥,40,45,-5.0,140,159,71.9424,72.1519,2344,1396,213,137,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_kasen,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,茨木华扇,茨木 華扇,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：华扇62位升至26位，联系单行本发行,个人赛后分析；无互动量快照,2026-08-24,单行本发行与华扇跃升在时间上相邻，是可检验但尚未识别的事件假说,缺乏发行曝光量与反事实，不能写成因果证明,verified_public_web,茨木华扇,26,30,-4.0,140,159,82.0144,81.6456,3521,2043,298,188,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_suika,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,伊吹萃香,伊吹 萃香,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：萃香28位降至36位，作者表示原因不明,个人赛后分析；无互动量快照,2026-08-24,保留作者对原因不明的明确表述，避免过度解释,该文没有提供机制证据,verified_public_web,伊吹萃香,36,40,-4.0,140,159,74.8201,75.3165,2795,1719,433,280,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_nazrin,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,娜兹玲,ナズーリン,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：娜兹玲跌落,个人赛后分析；无互动量快照,2026-08-24,娜兹玲被作为星莲船组下降案例,单篇博客不能识别出场、二创与投票结构的相对贡献,verified_public_web,娜兹玲,39,46,-7.0,140,159,72.6619,71.519,2426,1375,293,189,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_rumia,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露米娅,ルーミア,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：露米娅重新成为一面Boss第一,个人赛后分析；无互动量快照,2026-08-24,记录作者对露米娅在关卡位置层面的结果观察,关卡层级与角色总人气不是同一指标,verified_public_web,露米娅,35,33,2.0,140,159,75.5396,79.7468,2805,1973,581,416,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_toramari,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,寅丸星,寅丸 星,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：寅丸星下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web,寅丸星,47,48,-1.0,140,159,66.9065,70.2532,2027,1220,271,207,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_hata,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,姬海棠果,姫海棠 はたて,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：姬海棠果下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web,姬海棠果,49,54,-5.0,140,159,65.4676,66.4557,1838,1126,126,93,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r9_eirin,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八意永琳,八意 永琳,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：永琳下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web,八意永琳,50,53,-3.0,140,159,64.7482,67.0886,1725,1133,256,165,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_r9_rinnosuke,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,森近霖之助,森近 霖之助,result_interpretation,analysis,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回分析：霖之助下降并联系出场不足,个人赛后分析；无互动量快照,2026-08-24,出场不足被作者作为下降候选解释,出场与票数之间没有反事实或曝光量测量,verified_public_web,森近霖之助,54,65,-11.0,140,159,61.8705,59.4937,1580,891,386,188,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_momiji_comment,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,犬走椛,犬走 椛,comment_reaction,discussion,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回评论区有人追问椛急升原因不明,评论区样本；无互动量快照,2026-08-24,评论区保留“原因不明”的反应，说明社区并非都接受单一解释,评论样本选择性强，不能代表社区总体,verified_public_web,犬走椛,22,21,1.0,140,159,84.8921,87.3418,3823,2543,671,461,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
nix_kasen_comment,2012-02-29,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,茨木华扇,茨木 華扇,comment_reaction,discussion,9,10,post_result,https://nix-in-desertis.blog.jp/archives/52053112.html,第9回评论区有人表示华扇上升出乎意料；作者回复认为Pixiv效果也很大,评论区样本；无互动量快照,2026-08-24,评论与作者回复把Pixiv创作传播列为华扇跃升的社区解释候选,评论和回复不是因果识别，也没有Pixiv历年时间序列,verified_public_web,茨木华扇,26,30,-4.0,140,159,82.0144,81.6456,3521,2043,298,188,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
amateru_r6_questionnaire,2009-01-26,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,全角色,,questionnaire_analysis,analysis,6,7,post_result,https://amateru.hatenadiary.org/entry/20090126/1232903022,第6回问卷/社群结构分析：第3—6回角色投票者从4942增至22087，并讨论Niconico、MAD与新用户流入,角色问卷样本：第3回4942；第4回4426；第5回12220；第6回22087,2026-08-24,提供届次级投票者与入坑时间分布，帮助把角色名次变化放回社区扩张背景,问卷为自愿回答且非总体人口普查；届次级结构不能拆成单角色因果,verified_public_web,全角色,,,,,,,,,,,,,,,,,,,,unmatched,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
dentsubo_r3_context,2004-10,month,Japanese blog,JP,jp,domestic_platform_poll_alignment,全角色,,community_analysis,discussion,3,4,post_result,https://www.dentsubo.net/~nosuke/diary/diary.php?y=2004&m=10&d=30&n=10&x=10,第3回投票期附近（页面含2004-10-24日记）提到为何某首曲在东方人气投票音乐部门排高，并记录当年投票语境,音乐部门反应；无互动量快照,2026-08-24,补足第3回当年日本社区存在投票讨论的届次级入口，但不冒充角色级证据,正文主要讨论音乐，不能据此推断咲夜或其他角色人气,verified_public_web,全角色,,,,,,,,,,,,,,,,,,,,unmatched,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
